"pk_population","pop_cod","country_pop","pk_species","kingdom","genus","species","subspecies","metapop","community","pk_init_info","init_info","init_info_en","publication","last_admin_check","most_recent_data","potentials","general_rem","pk_reason","reason","reason_en","justif_details","extinct_yr","extinct_yr_interval","pk_rescue","rescue","rescue_en","objectives","context_rem","pk_transloc","transloc","transloc_en","pk_altern","altern","altern_en","pk_reinfor","reinfor","reinfor_en","pk_clust","clust","clust_en","pk_separation","separation","separation_en","first_release","precision_first","last_release","precision_last","pk_phase","phase","phase_en","fk_multisite","fk_multi_sp","typ_rem","lat_pop","long_pop","lieu_dit","loc_rem","dist","pk_origin","origin","origin_en","pk_connex","connex","connex_en","isol_caus","pop_hab","pk_protec_first","protec_first","protec_first_en","pk_protec_last","protec_last","protec_last_en","pk_protec_csq","protec_csq","protec_csq_en","sit_rem","pk_legal_protect","legal_protect","legal_protect_en","pk_div_stag","div_stag","div_stag_en","pk_birth","birth","birth_en","pk_div_orig","div_orig","div_orig_en","biol_rem","pk_prep_hab","prep_hab","prep_hab_en","time_exsitu","pk_stage_change","stage_change","stage_change_en","pk_gen_prog","gen_prog","gen_prog_en","pk_increase","increase","increase_en","increase_meth","pk_env_conditioning","env_conditioning","env_conditioning_en","pk_sub_pops","sub_pops","sub_pops_en","pk_tech_det","tech_det","tech_det_en","pk_temp_spread","temp_spread","temp_spread_en","nb_releases","tot_nb","meth_rem","obs_max","pk_pop_abundance","pop_abundance","pop_abundance_en","pk_time_series","time_series","time_series_en","pk_founder_demo","founder_demo","founder_demo_en","pk_descend_demo","descend_demo","descend_demo_en","pk_pva","pva","pva_en","monit_rem","pk_founder_repro","founder_repro","founder_repro_en","pk_descend_repro","descend_repro","descend_repro_en","pk_dispersal","dispersal","dispersal_en","pk_ecosyst_csq","ecosyst_csq","ecosyst_csq_en","pk_ses_csq","ses_csq","ses_csq_en","det_csq","res_rem","pk_pop_eval","pop_eval","pop_eval_en","pk_experim_eval","experim_eval","experim_eval_en","pk_ecosyst_eval","ecosyst_eval","ecosyst_eval_en","pk_ses_eval","ses_eval","ses_eval_en","mortality","pk_user","firstname","lastname","date_creation","date_modif","geom_pop","pop_protected"
256,"Muscavel-010","United Kingdom",34,"Animalia","Muscardinus","Muscardinus avellanarius","---",NULL,NULL,3,"Requête","Request","true",2018,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",71,"Réintroduction","Reintroduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1996,NULL,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Stockton Dingle, Wych valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,"Aïssa","Morin","2018-05-04 13:51:00","2018-05-04 13:56:00",NULL,NULL
1275,"Aquichry-002","United Kingdom",453,"Animalia","Aquila","Aquila chrysaetos","---",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",NULL,NULL,66,"Renforcement","Reinforcement",70,"Renforcement","Reinforcement",76,"Dans autre(s) population(s)","Other population(s)",NULL,NULL,NULL,NULL,NULL,NULL,2018,NULL,NULL,NULL,23,"En cours","Ongoing",NULL,NULL,NULL,NULL,NULL,"Scotland",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,"Nature","Nature",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1 eagle was killed by another one, older.",14,"Simon","Fradet","2019-12-03 13:48:00","2019-12-03 13:56:00",NULL,False
1153,"Doryfulg-002","Spain",436,"Plantae","Dorycnium","Dorycnium fulgurans","---",NULL,"NA",5,"Citation","Citation","true",2019,2019,"CARE MEDIFLORA",NULL,20,"Axé sur l'atténuation ","Mitigation-driven","bc-00-01-66: ""All institutions [of the Care-Mediflora project] 
 jointly worked to address both short-term and long-term needs for
 the insular endangered plants, including: 1) in situ conservation
 through active management actions, in particular translocations [...]""","NA","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",2017,"1",NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",30,30,NULL,39.500079,2.460637,"Cap Negret",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Coastal dunes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Public property.",NULL,NULL,NULL,30,"Non","No",NULL,NULL,NULL,30,"Non","No","Provenance: ""one different population"".",30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,"Peu détaillés","Briefly detailed",NULL,NULL,NULL,1,"50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2019-06-25 10:00:00","2020-04-08 14:58:00","0101000020E6100000D49E927362AF03404C35B39602C04340",False
703,"Coinrupe-004","Spain",214,"Plantae","Coincya","Coincya rupestris","rupestris",NULL,NULL,3,"Requête","Request","true",2015,1978,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,"Colonisation assistée","Assisted colonization",73,"CreHZO","Pop creation beyond extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",1973,"0",1973,"0",26,"Arrêté","Stopped",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-19 11:22:00","2018-07-19 11:23:00",NULL,NULL
107,"Capribex-019","France",4,"Animalia","Capra","Capra ibex","---",NULL,NULL,NULL,NULL,NULL,"true",2018,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",71,"Réintroduction","Reintroduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Haute vallée du Guil, Parc Naturel Régional du Queyras",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,"Aïssa","Morin","2018-04-09 12:47:00","2018-04-09 12:52:00",NULL,NULL
522,"Basslani-002","France",139,"Plantae","Bassia","Bassia laniflora","---",NULL,NULL,6,"Communication personnelle","Personnal communication","false",2018,2014,"PNR Luberon","Site de la Virginière",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2013,"1",NULL,NULL,24,"Suivi post","Monitoring post-interventions",34,30,NULL,NULL,NULL,"La Virginière",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Régional","Regional",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,"54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,"Positif","Positive",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-10 15:50:00","2019-06-03 10:14:00",NULL,False
582,"Cerasubm-010","France",168,"Plantae","Ceratophyllum","Ceratophyllum submersum","---",NULL,NULL,4,"Interrogation","Inquiry","false",2016,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2013,"0",NULL,NULL,24,"Suivi post","Monitoring post-interventions",34,30,NULL,48.0807,0.3625,"Lieu-dit Gourdaine - Parcelle ZN80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-13 14:15:00","2018-07-13 14:17:00","0101000020E6100000333333333333D73FC364AA60540A4840",NULL
909,"Doryhirs-001","France",313,"Plantae","Dorycnium","Dorycnium hirsutum","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,NULL,NULL,"Station d'épuration de Port-Cros",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Port-Cros",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-11-28 11:47:00","2019-05-16 11:49:00",NULL,False
879,"Rosagall-002","France",257,"Plantae","Rosa","Rosa gallica","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,2017,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"""vidange décennale de la retenue du Rioutard par la communauté de commune de Fayence""",66,"Renforcement","Reinforcement",72,"CreDZO","Pop creation within extent of occurrence",75,"Ex-situ","Ex situ",30,"Non","No",30,"Non","No",2015,"0",NULL,NULL,24,"Suivi post","Monitoring post-interventions",30,34,NULL,43.554928,6.68811,"Retenue du Rioutard",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",30,"Non","No",40,"Les deux","Both",30,"Non","No",NULL,NULL,NULL,NULL,"2 ans",30,"Non","No",30,"Non","No",34,"Oui","Yes","Reproduction végétative en pépinière.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,"Mois","Months",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-11-28 10:04:00","2023-05-05 08:18:00","0101000020E6100000C63368E89FC01A403DD175E107C74540",False
97,"Capribex-009","France",4,"Animalia","Capra","Capra ibex","---",NULL,NULL,NULL,NULL,NULL,"true",2018,2008,NULL,"Valbonnais, Parc National des Ecrins (Valbonnais, Parc National des Ecrins - Isère - Auvergne-Rhône-Alpes)
Lacher de 1990 : commune d'Entraigue",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",71,"Réintroduction","Reintroduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Valbonnais, Parc National des Ecrins",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,"Aïssa","Morin","2018-04-06 13:27:00","2018-05-18 14:54:00",NULL,NULL
1016,"Biscneus-005","France",358,"Plantae","Biscutella","Biscutella neustriaca","---","Biscneus-meta-001",NULL,4,"Interrogation","Inquiry","false",2019,2012,NULL,"SI5",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,"1991","0",30,"Non","No","Programme LIFE-Nature : Sauvetage de Viola hispida et Biscutella neustriaca en Val de Seine.
Sauvegarde d'une endémique en vallée de la Seine.","Causes de déclin : Renfermement du milieu par les graminées suite à un changement progressif des pratiques culturales. Auto-incompatibilité de la plante -> un grand nombre d'individus par populations est nécessaire. Le pâturage extensif (peu à peu abandonné) aide à la dispersion des graines.",NULL,NULL,NULL,71,"Réintroduction","Reintroduction",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2012,"0",NULL,NULL,23,"En cours","Ongoing",34,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"pierrier mobile à Violette de Rouen et Gaillet de Fleurot",30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",30,"Non","No",38,"Captif","Captivity",30,"Non","No",NULL,34,"Oui","Yes",NULL,34,"Oui","Yes",30,"Non","No",34,"Oui","Yes",NULL,41,"Aucun","None",34,"Oui","Yes",62,"Assez détaillés","Fairly detailed",30,"Non","No",1,"99","Pâturage extensif",NULL,34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-02-14 12:52:00","2019-05-29 15:43:00",NULL,False
168,"Cervelap-002","France",19,"Animalia","Cervus","Cervus elaphus","---",NULL,NULL,3,"Requête","Request","true",2018,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",71,"Réintroduction","Reintroduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,"Aïssa","Morin","2018-04-17 13:52:00","2018-04-17 13:57:00",NULL,NULL
239,"Martmart-001","Ireland",31,"Animalia","Martes","Martes martes","---",NULL,NULL,3,"Requête","Request","true",2018,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",71,"Réintroduction","Reintroduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2003,NULL,2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Glengarriff Woods Nature Reserve",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,"Aïssa","Morin","2018-05-03 13:59:00","2018-05-03 14:28:00",NULL,NULL
54,"Bisobona-010","Lithuania",3,"Animalia","Bison","Bison bonasus","---",NULL,NULL,3,"Requête","Request","true",2018,2014,NULL,"Forêt de Pašiliai (Panevéžys - Apskritis de Panevėžys - Haute Lituanie)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1973,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Forêt de Pašiliai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,"Aïssa","Morin","2018-03-28 14:26:00","2018-05-18 15:24:00",NULL,NULL
1152,"Doryfulg-001","Spain",436,"Plantae","Dorycnium","Dorycnium fulgurans","---",NULL,"NA",5,"Citation","Citation","true",2019,2019,"CARE MEDIFLORA",NULL,20,"Axé sur l'atténuation ","Mitigation-driven","bc-00-01-66: ""All institutions [of the Care-Mediflora project] 
 jointly worked to address both short-term and long-term needs for
 the insular endangered plants, including: 1) in situ conservation
 through active management actions, in particular translocations [...]""","NA","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,"Renforcement","Reinforcement",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2017,"1",NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",30,30,NULL,39.491734,2.468104,"Punta Prima",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Coastal dunes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Public property.",NULL,NULL,NULL,30,"Non","No",NULL,NULL,NULL,30,"Non","No",NULL,30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,"Peu détaillés","Briefly detailed",NULL,NULL,NULL,1,"150","Post-RST action: water support.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2019-06-25 09:39:00","2020-04-08 14:58:00","0101000020E6100000A703594FADBE0340672AC423F1BE4340",False
119,"Capribex-031","Switzerland",4,"Animalia","Capra","Capra ibex","---",NULL,NULL,3,"Requête","Request","true",2018,2012,NULL,"Piz Albris (Pontresina -  - Canton des Grisons)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",71,"Réintroduction","Reintroduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Piz Albris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,"Aïssa","Morin","2018-04-11 14:35:00","2018-04-12 08:45:00",NULL,NULL
